TEXT_2_WARPOD_SQUADRON,#2 Warpod-Staffel
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_COMPANY_WEAP3,15x Handgelenkrakete: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_COMPANY_WEAP4,3x Handgelenkflammenwerfer: 10 / 7,5s / 220m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_HEALTH,Gesundheit: 29 (Infanterie)
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_MOVE,Geschwindigkeit: 1,3
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_SQUAD,Trupp: 6x - Mandalorianer-Kommando
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_SQUAD_WEAP1,6x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_SQUAD_WEAP2,6x Jetpack-Protonenrakete (AA): 1 / 10,0s / 320m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_SQUAD_WEAP3,5x Handgelenkrakete: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_SQUAD_WEAP4,1x Handgelenkflammenwerfer: 10 / 7,5s / 220m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_WEAP1,1x EE-3-Karabinergewehr: 3 / 1,25s / 220m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_WEAP2,1x Jetpack-Protonenrakete (AA): 1 / 10,0s / 320m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_WEAP3,1x Handgelenkrakete: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_COMMANDO_WEAP4,1x Handgelenkflammenwerfer: 10 / 7,5s / 220m
TEXT_TOOLTIP_MANDALORIAN_GROUP,Mandalorian-Gruppen: Die Rüstung der Einheiten variiert je nach den Helden, die im Kampf präsent sind.
TEXT_TOOLTIP_MANDALORIAN_SOLDIER,Die berühmten Krieger von Mandalore, gekleidet in ihre charakteristische Rüstung. Obwohl sie etwas mangelhaft in der Anti-Panzer-Fähigkeit sind, sind sie gefährliche Gegner für Infanterie.
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_CAPTAIN_HEALTH,Gesundheit: 30 (Infanterie)
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_COMPANY,Kompanie: 32x - Mandalorianischer Soldat
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_COMPANY_WEAP1,28x Blaster-Gewehr: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_COMPANY_WEAP2,4x Leichtes Repeating-Blaster-Gewehr: 5 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_COMPANY_WEAP3,32x Wrist Rocket: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_COMPANY_WEAP4,8x Schallgranate: 1 / 15,0s / 200m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_HEALTH,Gesundheit: 26 (Infanterie)
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_MOVE,Geschwindigkeit: 1,0
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_SQUAD,Squad: 8x - Mandalorianischer Soldat
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_SQUAD_WEAP1,7x Blaster-Gewehr: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_SQUAD_WEAP2,1x Leichtes Repeating-Blaster-Gewehr: 5 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_SQUAD_WEAP3,8x Wrist Rocket: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_SQUAD_WEAP4,2x Schallgranate: 1 / 15,0s / 200m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_WEAP1,1x GALAAR-15 Blaster-Gewehr: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_WEAP2,1x DLT-20A Repeating-Blaster-Gewehr: 5 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_WEAP3,1x Wrist Rocket: 1 / 1,0s / 240m
TEXT_TOOLTIP_MANDALORIAN_SOLDIER_WEAP4,1x Schallgranate: 1 / 15,0s / 200m
TEXT_TOOLTIP_MANDATOR2,Zweites Design der angesehenen Buckelwal-Mandator-Serie. Der Mandator-II ist eine Überholung des im Krieg entwickelten Mandator-I-Rahmens ohne die Einschränkungen der Vorkriegsschiffe. Eine signifikante Erhöhung der Leistung macht ihn zu einem herausragenden frühen Mitglied der vollwertigen SSD-Familie.
TEXT_TOOLTIP_MANDATOR2_HULL,Rumpf: 42240 (Super Großkampfschiff)
TEXT_TOOLTIP_MANDATOR2_HULL_FS_3,Rumpf: 28800 (Super Großkampfschiff)
TEXT_TOOLTIP_MANDATOR2_HULL_FS_4,Rumpf: 31680 (Super Großkampfschiff)
TEXT_TOOLTIP_MANDATOR2_MOVE,Geschwindigkeit: 1.0 | Beschleunigung: 0.02 | Drehung: 0.1
TEXT_TOOLTIP_MANDATOR2_MOVE_FS_3,Geschwindigkeit: 0.25 | Beschleunigung: 0.005 | Drehung: 0.025
TEXT_TOOLTIP_MANDATOR2_MOVE_FS_4,Geschwindigkeit: 0.5 | Beschleunigung: 0.01 | Drehung: 0.05
TEXT_TOOLTIP_MANDATOR2_SHIELD,Schilde: 42000 / [105/R] (Super Großkampfschiff)
TEXT_TOOLTIP_MANDATOR2_SHIELD_FS_3,Schilde: 8400 / [105/R] (Super Großkampfschiff)
TEXT_TOOLTIP_MANDATOR2_SHIELD_FS_4,Schilde: 14000 / [105/R] (Super Großkampfschiff)
TEXT_TOOLTIP_MANDATOR2_SQUADRON,Jäger: 5 / 15 | Bomber: 2 / 6
TEXT_TOOLTIP_MANDATOR2_WEAP1,20x Ultraschwere Turbolaser: 2 / 5.0s / 9.2km
TEXT_TOOLTIP_MANDATOR2_WEAP2,22x Schwerer Doppelturbolaser: 2 / 5.0s / 8.2km
TEXT_TOOLTIP_MANDATOR2_WEAP3,14x Mittlerer Doppelturbolaser: 2 / 0.99s / 7.2km
TEXT_TOOLTIP_MANDATOR2_WEAP4,5x Schwerer Vierfachionenkanone: 2 / 5.0s / 8.2km
TEXT_TOOLTIP_MANDATOR2_WEAP5,14x Mittlerer Doppelionenkanone: 2 / 0.99s / 7.2km
TEXT_TOOLTIP_MANDATOR2_WEAP6,5x Sturm-Erschütterungsraketen: 5 / 12.5s / 8.2km
TEXT_TOOLTIP_MANKVIM,Ein schwarmbasiertes Jäger mit kaum wahrnehmbaren Schutzschilden, entwickelt von der Techno Union. Das Design ist am bekanntesten für seine beeindruckende Geschwindigkeit und fand nach den Klonkriegen Verbreitung in der Corporate Sector Authority und auf dem zivilen Markt. Es eignet sich am besten zur Abwehr von feindlichen Bombern.
TEXT_TOOLTIP_MARAUDER,Ursprünglich von Sienar als Patrouillen- und Eskortschiff für die Justizstreitkräfte entworfen, wurde das Design vom Regierungssitz der Republik abgelehnt. Sienar verkaufte stattdessen die Rumpfn an andere Gruppen, einschließlich der Corporate Sector Authority und verschiedenen unabhängigen Gruppen, wo die Schiffe oft in die Hände von Piraten gerieten. Es eignet sich gut zur Unterstützung anderer Schiffe gegen Großkampfschiffe.
TEXT_TOOLTIP_MARAUDER_HULL,Rumpf: 850 (Korvette)
TEXT_TOOLTIP_MARAUDER_MISSILE,TRANSLATE:TODO
TEXT_TOOLTIP_MARAUDER_MISSILE_HULL,TRANSLATE:Hull: 750 (Corvette)
TEXT_TOOLTIP_MARAUDER_MISSILE_WEAP1,TRANSLATE:2x Assault Concussion Missiles: 2 / 10.0s / 7.0km
TEXT_TOOLTIP_MARAUDER_MOVE,Geschwindigkeit: 4,5 | Beschleunigung: 0,06 | Wendigkeit: 0,65
TEXT_TOOLTIP_MARAUDER_SHIELD,Schilde: 750 / [15/R] (Korvette)
TEXT_TOOLTIP_MARAUDER_SQUADRON,Jäger: 0,5 / 0,5
TEXT_TOOLTIP_MARAUDER_WEAP1,1x schwerer Turbolaser: 2 / 5,0s / 7,0km
TEXT_TOOLTIP_MARAUDER_WEAP2,3x leichte Dual-Turbolaser: 2 / 5,0s / 5,0km
TEXT_TOOLTIP_MC80_HOT_LINER,Von den Mon Calamari für die Tiefraumforschung und den ersten Kontakt mit außerirdischen Spezies konzipiert, war die Home One-Unterklasse der MC80-Linie eines der größten Schiffe, die von den Mon Calamari vor dem Beginn des Galaktischen Bürgerkriegs gebaut wurden. Jeder Liner war einzigartig, obwohl sie alle ein grob ähnliches Grunddesign teilten, da die Mon Calamari jedes Schiff als Individuum entwerfen und produzieren würden, anstatt eine einzige Schiffsklasse in Serie herzustellen. Trotz ihrer zivilen Rolle besaßen diese Liner immer noch Waffen und eine ordentliche Schutzausrüstung, um das Schiff vor Piraten zu schützen.
TEXT_TOOLTIP_MC80_HOT_LINER_HULL,Rumpf: 12000 (Großkampfschiffschiff)
TEXT_TOOLTIP_MC80_HOT_LINER_MOVE,Geschwindigkeit: 1.75 | Beschleunigung: 0.01 | Drehung: 0.15
TEXT_TOOLTIP_MC80_HOT_LINER_SHIELD,Schilde: 12500 / [31.25/R] (Großkampfschiffschiff)
TEXT_TOOLTIP_MC80_HOT_LINER_SQUADRON,Jäger: 2 / 2 | Bomber: 2 / 2
TEXT_TOOLTIP_MC80_HOT_LINER_WEAP1,8x Mittelschwere Turbolasern: 2 / 2.22s / 6.6km
TEXT_TOOLTIP_MC80_HOT_LINER_WEAP2,8x Mittelschwere Ionenkanonen: 2 / 2.22s / 6.6km
TEXT_TOOLTIP_MD12_DEFENSE_SATELLITE,Eine ungewöhnlich bewaffnete Satellit basierend auf einem übergroßen Magazin, das von Unternehmensinteressen entwickelt wurde, um weiche Ziele wie Industrieanlagen zu schützen. Die beiden Mehrfachraketenmagazine machen den MD-12 geeignet gegen die meisten Zieltypen.
TEXT_TOOLTIP_MD12_DEFENSE_SATELLITE_HULL,Rumpf: 800 (Korvette)
TEXT_TOOLTIP_MD12_DEFENSE_SATELLITE_SHIELD,Schilde: 1000 / [20/R] (Korvette)
TEXT_TOOLTIP_MD12_DEFENSE_SATELLITE_WEAP1,2x Angriff Erschütterungsraketen: 1 / 10.0s / 8.0km
TEXT_TOOLTIP_MD12_DEFENSE_SATELLITE_WEAP2,6x Leichte Erschütterungsraketen: 1 / 10s / 5.0km
TEXT_TOOLTIP_MERCENARY,Standardmäßige Söldner mit durchschnittlicher Leistung. Individuen und Organisationen kämpfen für einfaches Bargeld oder Vorlieben mit einem gewissen Maß an gemeinsamer Ausrüstung. Bewaffnet mit einer Vielzahl von Waffen, um alle Zieltypen zu bewältigen, können sie jedoch von stärker bewaffneten Soldaten und militärischen Einheiten besiegt werden.
TEXT_TOOLTIP_MERCENARY_COMPANY,Kompanie: 36x - Söldner
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP1,24x Blastergewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP2,4x Leichtes Schnellfeuergewehr: 5 / 1.0s / 240m
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP3,4x Schwerer Panzerabwehrraketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP4,4x Leichter Panzerabwehrraketenwerfer: 1 / 9.0s / 280m
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP5,4x Schallgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_MERCENARY_HEALTH,Leben: 19 (Infanterie)
TEXT_TOOLTIP_MERCENARY_LEADER_HEALTH,Leben: 22 (Infanterie)
TEXT_TOOLTIP_MERCENARY_MOVE,Geschwindigkeit: 0.9
TEXT_TOOLTIP_MERCENARY_SQUAD,Gruppe: 9x - Söldner
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP1,6x Blastergewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP2,1x Leichtes Schnellfeuergewehr: 5 / 1.0s / 240m
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP3,1x Schwerer Panzerabwehrraketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP4,1x Leichter Panzerabwehrraketenwerfer: 1 / 9.0s / 280m
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP5,1x Schallgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_MERCENARY_WEAP1,1x Feuerlanze-Blastergewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_MERCENARY_WEAP2,1x DLT-20A Schnellfeuergewehr: 5 / 1.0s / 240m
TEXT_TOOLTIP_MERCENARY_WEAP3,1x RPS-6 Werfer: 1 / 9.0s / 280m
TEXT_TOOLTIP_MERCENARY_WEAP4,1x MiniMag PTL Werfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_MERCENARY_WEAP5,1x Schallgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_MILITARYSOLDIER,Lokale Militäreinheiten, die den planetarischen und sektoralen Regierungskörpern gehören. Angemessen ausgestattet mit gekaufter Standardausrüstung und Feldrüstung. Insgesamt solide Linieninfanterie nach galaktischen Standards und übertrifft schlecht ausgerüstete Truppen aus ärmeren oder primitiveren Gebieten.
TEXT_TOOLTIP_MILITARYSOLDIER_COMPANY,Kompanie: 40x - Lokale Militärsoldaten
TEXT_TOOLTIP_MILITARYSOLDIER_COMPANY_WEAP1,20x Blastergewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_MILITARYSOLDIER_COMPANY_WEAP2,4x Schwerer AP-Raketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_MILITARYSOLDIER_COMPANY_WEAP3,8x Leichtes Wiederholungsblaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_MILITARYSOLDIER_COMPANY_WEAP4,8x Thermische Granate: 1 / 15.0s / 200m
TEXT_TOOLTIP_MILITARYSOLDIER_HEALTH,Gesundheit: 16 (Infanterie)
TEXT_TOOLTIP_MILITARYSOLDIER_LIEUTENANT_HEALTH,Gesundheit: 20 (Infanterie)
TEXT_TOOLTIP_MILITARYSOLDIER_MOVE,Geschwindigkeit: 1.0
TEXT_TOOLTIP_MILITARYSOLDIER_SQUAD,Trupp: 10x - Lokale Militärsoldaten
TEXT_TOOLTIP_MILITARYSOLDIER_SQUAD_WEAP1,5x Blastergewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_MILITARYSOLDIER_SQUAD_WEAP2,1x Schwerer AP-Raketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_MILITARYSOLDIER_SQUAD_WEAP3,2x Leichtes Wiederholungsblaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_MILITARYSOLDIER_SQUAD_WEAP4,2x Thermische Granate: 1 / 15.0s / 200m
TEXT_TOOLTIP_MILITARYSOLDIER_WEAP1,1x A280 Blastergewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_MILITARYSOLDIER_WEAP2,1x MiniMag PTL-Launcher: 1 / 9.0s / 320m
TEXT_TOOLTIP_MILITARYSOLDIER_WEAP3,1x DLT-20A Wiederholungsblaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_MILITARYSOLDIER_WEAP4,1x Thermische Granate: 1 / 15.0s / 200m
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY,Eine schwerere Konfiguration des Minstrel-Klasse Schiffes, ausgestattet mit Waffen, die sich für den Kampf gegen andere Großkampfschiffe eignen. Wird von einzelnen Hutts als fliegende Festung oder als persönliches Luxusschiff genutzt. Obwohl es für seine Größe gut geschützt ist, ist es etwas langsam.
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_CW_WEAP1,2x mittlere Turbolaser: 2 / 3.33s / 6.0km
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_GCW_WEAP1,2x leichte Turbolaser: 2 / 3.33s / 5.0km
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_GCW_WEAP2,2x leichte Ionenkanonen: 2 / 3.33s / 5.0km
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_HULL,Rumpf: 900 (Korvette)
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_MOVE,Geschwindigkeit: 2.5 | Beschleunigung: 0.035 | Wendigkeit: 0.4
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_SHIELD,Schilde: 700 / [14/R] (Korvette)
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_SQUADRON,Jäger: 0.5 / 0
TEXT_TOOLTIP_MON_CALAMARI_CRUISER_LINER,Eine Unterklasse der größeren MC80-Klasse der Mon Calamari-Schiffe, die Liberty-Linie der Mon Calamari-Schiffe war zivilen Ursprungs. Diese Schiffe wurden von den Mon Calamari als Starliner für Reisen zwischen ihrer Heimatwelt, ihren Kolonien und gelegentlich der weiteren Galaxis eingesetzt. Die großen Schiffe besaßen noch einige Waffen und Verteidigungsanlagen, um sich gegen die allgegenwärtige Gefahr von Piraten zu schützen.
TEXT_TOOLTIP_MON_CALAMARI_CRUISER_LINER_HULL,Rumpf: 2600 (Schwere Fregatte)
TEXT_TOOLTIP_MON_CALAMARI_CRUISER_LINER_MOVE,Geschwindigkeit: 2.25 | Accel: 0.03 | Drehung: 0.45
TEXT_TOOLTIP_MON_CALAMARI_CRUISER_LINER_SHIELD,Schilde: 3000 / [30/R] (Hauptstadt)
TEXT_TOOLTIP_MON_CALAMARI_CRUISER_LINER_SQUADRON,Jäger: 1 / 1 | Bomber: 1 / 1
TEXT_TOOLTIP_MON_CALAMARI_CRUISER_LINER_WEAP1,4x Leichte Turbolader: 2 / 2.0s / 5.2km
TEXT_TOOLTIP_MON_CALAMARI_CRUISER_LINER_WEAP2,8x Mittlere Laserkanonen: 2 / 0.83s / 4.2km
TEXT_TOOLTIP_MON_MOTHMA_01,Mon Mothma war eine menschliche Politikerin und revolutionäre Anführerin, die als Repräsentantin von Chandrila im Galaktischen Senat und Imperialen Senat diente, die Anführerin der Allianz zur Wiederherstellung der Republik und die erste Kanzlerin der Neuen Republik.
TEXT_TOOLTIP_MORNINGSTAR_A,Die Überlegenheitsjäger-Konfiguration eines dreiflügeligen Wachjägers, der ursprünglich von Kuat Systems Engineering für planetare Verteidigung produziert wurde, aber aufgrund seiner vielfältigen Fähigkeiten bei Söldner- und Kriminellen-Gruppen beliebter wurde. Das Modell Morningstar-A ist mit einer kleinen Batterie schwerer Raketen ausgestattet, um jedes Ziel anzugreifen, zusätzlich zu seinen Laserkanonen.
TEXT_TOOLTIP_MORNINGSTAR_B,Die Hundekämpfer-Konfiguration eines dreiflügeligen Wachjägers, der ursprünglich von Kuat Systems Engineering für planetare Verteidigung produziert wurde, aber aufgrund seiner vielfältigen Fähigkeiten bei Söldner- und Kriminellen-Gruppen beliebter wurde. Das Modell Morningstar-B hat zusätzliche Laserkanonen, um andere Kampfflieger abzuwehren, aber es fehlen Munitionen für den Einsatz gegen andere Zieltypen.
TEXT_TOOLTIP_MORNINGSTAR_C,Die Bomber-Konfiguration eines dreiflügeligen Wachjägers, der ursprünglich von Kuat Systems Engineering für planetare Verteidigung produziert wurde, aber aufgrund seiner vielfältigen Fähigkeiten bei Söldner- und Kriminellen-Gruppen beliebter wurde. Das Modell Morningstar-C verfügt über eine Reihe von Munitionsmodule, die für den Angriff auf feindliche Großkampfschiffe gedacht sind, ist aber nicht so effektiv im Kampf gegen andere Jäger wie die Modelle A und B.
TEXT_TOOLTIP_MUNIFICENT,Vom Intergalaktischen Bankenclan als mobiles Kommunikations-, Transport- und Schuldentilgungsschiff entwickelt. Seine modulare und skelettartige Bauweise macht es zerbrechlich, aber leicht herzustellen, Eigenschaften, die dazu führten, dass es in den Klonkriegen zum Rückgrat der KUS-Flotte wurde und danach in verschiedenen Bereichen eingesetzt wurde. Er verfügt über eine beträchtliche Feuerkraft, ist aber nicht sehr widerstandsfähig, wenn er Schaden nimmt.
TEXT_TOOLTIP_MUNIFICENT_HULL,Rumpf: 1586 (Fregatte)
TEXT_TOOLTIP_MUNIFICENT_MOVE,Geschwindigkeit: 2,75 | Beschleunigung: 0,04 | Wendigkeit: 0,4
TEXT_TOOLTIP_MUNIFICENT_SHIELD,Schilde: 2000 / [30/R] (Schwere Fregatte)
TEXT_TOOLTIP_MUNIFICENT_SQUADRON,Jäger: 1,5 / 1,5
TEXT_TOOLTIP_MUNIFICENT_SQUADRON_FOTR,Jäger: 0,5 / 2 [Erfordert Forschung]
TEXT_TOOLTIP_MUNIFICENT_WEAP1,1x Ultrahauptturbolaser: 1 / 5,0s / 8,2km
TEXT_TOOLTIP_MUNIFICENT_WEAP2,4x Leichte Doppel-Turbolaser: 2 / 1.54s / 5.2km
TEXT_TOOLTIP_MUNIFICENT_WEAP3,2x Leichte Turbolaser: 2 / 1,0s / 5,2km
TEXT_TOOLTIP_MUNIFICENT_WEAP4,1x Schwerer Doppel-Ionenkanone: 1 / 5,0s / 6,2km
TEXT_TOOLTIP_MUNIFICENT_WEAP5,4x Leichte Laserkanonen: 2 / 1,0s / 3,7km
TEXT_TOOLTIP_MZ8,Schwere Energiewaffe auf einem offenen Fahrzeugchassis mit einem schwachen Schild. Dient als direkt feuernde Panzerabwehrplattform. Wird von kriminellen Gruppen und kleinen Militärs als Ausgleich gegen schwere Angriffsfahrzeuge eingesetzt.
TEXT_TOOLTIP_MZ8_COMPANY,Kompanie: 3x - MZ-8-Puls-Kanonenpanzer
TEXT_TOOLTIP_MZ8_HEALTH,Gesundheit: 250 (Mittleres Fahrzeug)
TEXT_TOOLTIP_MZ8_MOVE,Geschwindigkeit: 1,25 | Wendigkeit: 2,5
TEXT_TOOLTIP_MZ8_SHIELD,Schilde: 50 / [5/R] (Schweres Fahrzeug)
TEXT_TOOLTIP_MZ8_WEAP1,1x Schwerer AP-Strahlkanone: 1 / 6,0s / 640m
TEXT_TOOLTIP_N1,Der Stolz der königlichen Sicherheitskräfte von Naboo, der N-1, war einer der besten Jäger in der Galaxie, als er zum ersten Mal vorgestellt wurde. Er packte Schilde, Laser und Protonentorpedos in einen schnellen und agilen Raumrahmen und entsprach den Schönheitsstandards von Naboo. Das fähige Design erwies sich jahrzehntelang als nützlich.
TEXT_TOOLTIP_NEUTRONSTAR,Ein Kreuzer, der während der Klonkriege als Zweitlinien- und Garnisonschiff entwickelt wurde und während des Konflikts nie in die Frontlinie geschickt wurde. Das Imperium mochte das Design nicht und delegierte es an Pflichten im Outer Rim oder verkaufte sie an verschiedene Gruppen, was dazu führte, dass die Rebellenallianz sie erwarb. Es wird oft zu einem Sternjägerträger umgebaut, indem man den Frachtraum ausbaut, ist jedoch ansonsten in seiner ursprünglichen Form ein Rendili-Kreuzer zum Sonderpreis.
TEXT_TOOLTIP_NEUTRONSTAR_HULL,Rumpf: 1500 (Fregatte)
TEXT_TOOLTIP_NEUTRONSTAR_MOVE,Geschwindigkeit: 2,75 | Beschleunigung: 0,025 | Wendigkeit: 0,35
TEXT_TOOLTIP_NEUTRONSTAR_SHIELD,Schilde: 1600 / [24/R] (Fregatte)
TEXT_TOOLTIP_NEUTRONSTAR_SQUADRON,Jäger: 1 / 0 | Bomber: 1 / 1
TEXT_TOOLTIP_NEUTRONSTAR_SQUADRON_NONE,TRANSLATE:Fighters: - / - | Bombers: - / -
TEXT_TOOLTIP_NEUTRONSTAR_WEAP1,2x Mittlere Turbolaser: 2 / 0.83s / 6.1km
TEXT_TOOLTIP_NEUTRONSTAR_WEAP2,3x Schweres Laserkanonen: 2 / 0,6s / 4,6km
TEXT_TOOLTIP_NU_SHUTTLE,Langstreckentruppentransport-Shuttle, das dem LAAT/i von Cygnus gegenübersteht. Die Nu-Klasse war auf fast jedem Kriegsschiff der Republik zu sehen.
TEXT_TOOLTIP_NU_SHUTTLE_HULL,Rumpf: 300 (Kanonenboot)
TEXT_TOOLTIP_NU_SHUTTLE_MOVE,Geschwindigkeit: 3,0 | Beschleunigung: 0,04 | Drehung: 0,45
TEXT_TOOLTIP_NU_SHUTTLE_SHIELDS,Schilde: 30 / [3/R] (Kanonenboot)
TEXT_TOOLTIP_NU_SHUTTLE_WEAP1,1x schwerer Jäger-Laserkanone: 8 / 2,0s / 1,1km
TEXT_TOOLTIP_NU_SHUTTLE_WEAP2,1x Jäger-Laserkanone: 8 / 2,0s / 1,1km
TEXT_TOOLTIP_OOM,Modifizierte und gekennzeichnete B1- oder OOM-Einheit mit einer Programmierung, die sich auf zivile und militärische Polizeiaufgaben sowie auf die Sicherheit von Anlagen und Schiffen bezieht. Bei Bedarf wird sie gelegentlich an der Front eingesetzt.
TEXT_TOOLTIP_OOM_DROID,OOM-Serien-Droide mit größeren Kommunikationsfähigkeiten, Unabhängigkeit und Intelligenz als andere Modelle, der in einer Offiziersrolle eingesetzt wird.
TEXT_TOOLTIP_OOM_DROID_COMMANDER_COMPANY,Unternehmen: 1x - OOM Command Droid
TEXT_TOOLTIP_OOM_DROID_COMMANDER_HEALTH,Gesundheit: 180 (Infanterie)
TEXT_TOOLTIP_OOM_DROID_HEALTH,Gesundheit: 15 (Droide)
TEXT_TOOLTIP_OPEN_NR_ADMIRAL,Organisiere eine Befehlsposition für den Fronteinsatz (ermöglicht Kommandantenoptionen)
TEXT_TOOLTIP_OPEN_REPUBLIC_COUNCIL,Organisiere eine neue Position für den Jedi-Einsatz (ermöglicht Jedi-Optionen)
TEXT_TOOLTIP_OVERRACER_BIKE,Der Mobquet Swoops and Speeders Overracer war ein minimalistisches und billiges Speeder-Bike, das hohe Geschwindigkeiten erreichte und optional eine kleine Blaster-Kanone tragen konnte. Dies machte ihn sowohl bei Speeder-Racern als auch bei militärischen Scouts für Organisationen ohne großes Budget beliebt. Der Overracer wurde sowohl von den PDF-Truppen mit geringem Budget als auch später von der Rebellion eingesetzt.
TEXT_TOOLTIP_OVERRACER_BIKE_COMPANY,Kompanie: 8x - Overracer Speeder Bike Scout
TEXT_TOOLTIP_OVERRACER_BIKE_HEALTH,Gesundheit: 25 (Speeder)
TEXT_TOOLTIP_OVERRACER_BIKE_MOVE,Geschwindigkeit: 6,0 | Drehung: 8,0
TEXT_TOOLTIP_OVERRACER_BIKE_WEAP1,1x Leichtes AI-Blastergeschütz: 4 / 1,0s / 200m
TEXT_TOOLTIP_PALPATINE_01,Der Anführer des Galaktischen Imperiums, der stark in der dunklen Seite der Macht ist und in der Lage ist, großen Schaden zuzufügen. Der Imperator entzieht auch den nahegelegenen Feinden Leben und Willen. Die Fähigkeit des Imperators, die Macht zu korrumpieren, betrifft alle nahegelegenen Einheiten.
TEXT_TOOLTIP_PALPATINE_MOVE,Geschwindigkeit: 1,1
TEXT_TOOLTIP_PALPATINE_WEAP1,1x Lichtschwert: 1 / 0,1s / 1m
TEXT_TOOLTIP_PALPATINE_WEAP2,1x Machtblitz: 25 / 0,1s / 175m
TEXT_TOOLTIP_PDF_SOLDIER,Semi-standardisierte, aber dezentralisierte Armeetruppen, die zu planetarischen und sektoralen Regierungsbehörden gehören. Sie sind im galaktischen Maßstab allgemeine Infanterie und sind unscheinbar.
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY,Kompanie: 40x - Verteidigungsstreitkraft-Soldat
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP1,36x Blastergewehr: 1 / 1,0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP2,2x Leichtes Wiederholungsblastergewehr: 5 / 1,0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP3,2x Leichter AP-Raketenwerfer: 1 / 9,0s / 280m
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP4,8x Erschütterungsgranate: 1 / 15,0s / 200m
